item,freq
鲛,70
佞,70
擘,70
濆,70
駸,70
驴,70
禋,69
脆,69
绩,69
册,69
酝,69
f,69
虾,69
辘,69
责,69
股,68
阆,68
溺,68
慷,68
溯,68
录,68
臆,68
曝,68
筱,68
掣,67
菌,67
萱,67
嗤,67
嬴,67
洋,67
戛,67
帅,67
轳,67
董,67
竖,67
e,67
哑,67
腐,67
梓,67
掾,67
戢,66
泾,66
赢,66
恍,66
匈,66
涸,66
鬣,66
淋,66
邮,66
蜜,66
閤,66
崎,66
幻,66
裔,65
碣,65
奚,65
祷,65
蕖,65
潸,65
幔,65
蹈,65
绅,65
嫖,65
伶,65
麹,65
吸,65
薤,65
茧,65
杭,65
鲙,65
拄,65
扆,64
枚,64
鸠,64
堑,64
嗜,64
粘,64
嬉,64
枥,64
剥,64
岷,64
嘘,64
挈,64
耐,64
榼,64
厦,63
庇,63
乙,63
艾,63
抟,63
颗,63
缑,63
禀,63
漪,63
颁,63
嘲,63
驼,63
唧,63
颔,63
欻,63
炷,63
遨,63
酿,63
蟋,63
蟀,63
癖,63
磊,63
墅,63
祗,62
耆,62
骧,62
脑,62
曷,62
队,62
葳,62
娑,62
努,62
蕨,62
薛,62
槁,62
逞,62
诣,62
员,62
庵,62
旂,61
翊,61
辄,61
叱,61
穰,61
馔,61
瞥,61
洄,61
瞿,61
鸂,61
鶒,61
皂,61
孺,61
轺,61
察,60
导,60
燎,60
氤,60
峒,60
簧,60
萌,60
谤,60
踯,60
租,60
鹘,60
蜃,60
缸,60
蚊,60
醆,60
崆,59
砾,59
暧,59
瞰,59
枭,59
逗,59
罥,59
肢,59
鹗,59
逋,59
漉,59
库,59
醅,59
筌,59
什,59
晒,59
縠,58
矢,58
闰,58
版,58
育,58
劣,58
牲,58
纬,58
抗,58
锥,58
刷,58
骐,58
蓄,58
掬,58
毗,58
踌,58
姹,58
琪,58
嚼,58
尖,58
协,57
徙,57
戮,57
撑,57
舅,57
斤,57
趾,57
厅,57
滓,57
屦,57
霆,57
钝,57
峣,56
跪,56
濩,56
秣,56
蹀,56
坑,56
霹,56
璞,56
债,56
酲,56
庚,56
邓,56
箨,56
咄,56
晕,55
晞,55
沛,55
貔,55
棣,55
副,55
谊,55
析,55
莼,55
琳,55
蒨,55
泄,55
藿,54
荇,54
证,54
籥,54
述,54
纻,54
块,54
颊,54
泬,54
雳,54
鞋,54
嗷,54
厉,53
诞,53
帔,53
闼,53
酩,53
酊,53
狞,53
镞,53
货,53
蚀,53
蜍,53
萎,53
绊,53
慧,53
葩,53
庞,53
绢,53
筒,53
着,53
弧,52
狄,52
姻,52
课,52
靖,52
阃,52
蹲,52
愔,52
盥,52
搏,52
桨,52
毳,52
酷,52
渤,52
诱,52
菖,52
涔,52
沅,52
柚,52
谭,52
芷,52
辩,52
疵,52
坦,52
呀,52
岧,51
惕,51
罔,51
爇,51
驽,51
犁,51
猴,51
隘,51
薮,51
捕,51
镌,51
挺,51
嫔,51
橐,51
袈,51
裟,51
盂,51
模,50
恤,50
稔,50
陲,50
巳,50
蓂,50
罕,50
歆,50
潋,50
蟆,50
翱,50
娉,50
嘈,50
厩,50
d,50
赌,50
骅,50
糟,50
姜,50
暌,50
鳖,50
诰,50
讽,50
脁,50
玑,49
奥,49
缣,49
澈,49
醮,49
狩,49
衍,49
阎,49
睨,49
渍,49
啖,49
赛,49
蝴,49
跼,49
掠,49
烁,49
栉,49
涎,49
呵,49
拣,49
邅,49
嫦,49
拈,49
搴,48
肱,48
瞩,48
靥,48
汹,48
贶,48
纯,48
铢,48
炬,48
摐,48
愆,48
戾,48
燃,48
厄,48
迅,48
躞,48
沱,48
准,48
猱,48
杞,48
紧,48
碾,48
浐,48
c,48
查,48
蚌,48
罅,48
爨,47
演,47
盟,47
竽,47
襜,47
搅,47
萄,47
斛,47
飐,47
捉,47
孩,47
觌,47
澌,47
鵩,47
芍,47
笏,47
篮,47
遏,47
、,47
兢,46
邃,46
甍,46
笥,46
泫,46
铓,46
攸,46
拏,46
赪,46
汩,46
煦,46
毵,46
橹,46
镳,46
荪,46
堵,46
罹,46
讹,46
躇,46
汞,46
轨,45
锐,45
曦,45
茏,45
欤,45
劈,45
屣,45
瞳,45
伎,45
聋,45
掘,45
谕,45
穑,45
妹,45
畬,45
敝,45
碌,45
葺,45
醑,44
懿,44
亘,44
辂,44
竦,44
勃,44
罴,44
娜,44
骀,44
卤,44
啮,44
诫,44
砺,44
々,44
篷,44
暾,44
氅,44
蠢,44
嵌,44
偕,44
帻,44
蒋,44
孱,44
宏,43
胄,43
恢,43
飨,43
铎,43
镐,43
飗,43
骈,43
烝,43
颙,43
庖,43
墉,43
曩,43
诘,43
酤,43
哺,43
垠,43
婷,43
吝,43
狸,43
沮,43
绾,43
寤,43
啻,43
缴,43
麈,43
翟,43
耗,43
衿,43
朮,43
耘,43
鸽,43
蔷,43
寮,43
谯,42
窣,42
陕,42
卦,42
币,42
缉,42
翕,42
佯,42
岱,42
惚,42
祢,42
辖,42
渝,42
珀,42
咿,42
秽,42
狡,42
刮,42
淇,42
讳,42
唾,42
滂,42
g,42
蛱,42
迂,42
偎,42
较,42
诮,42
饷,42
皤,42
翥,42
级,42
概,42
抄,42
猗,41
鴒,41
昊,41
统,41
琥,41
斥,41
睢,41
邵,41
鄂,41
聘,41
苎,41
疠,41
鹚,41
泷,41
蔚,41
魑,41
哂,41
蜗,41
袴,41
螺,41
陨,40
驶,40
垓,40
亨,40
彝,40
惶,40
臭,40
炳,40
鋋,40
甄,40
黜,40
完,40
炀,40
弭,40
译,40
绠,40
聒,40
隶,40
绯,40
鹍,40
侄,40
禊,40
霾,40
腮,40
蜕,40
镊,40
泼,40
粤,39
嵋,39
罩,39
氓,39
撞,39
醇,39
邕,39
阕,39
讯,39
祉,39
槽,39
隗,39
弁,39
麓,39
姝,39
娶,39
幰,39
泱,39
珥,39
壳,39
抬,39
喘,39
簸,39
赦,39
铛,39
湟,39
5,39
蟹,39
睇,39
旻,39
例,39
歧,39
究,39
隰,38
璇,38
逮,38
磻,38
拒,38
俾,38
距,38
恳,38
輧,38
谦,38
玷,38
聆,38
臻,38
夤,38
摄,38
曼,38
谑,38
枿,38
轰,38
弩,38
砖,38
姮,38
倪,38
镫,38
虱,38
楸,38
弋,38
甑,38
刊,38
苕,38
枳,38
篙,38
鲵,37
殚,37
肇,37
奖,37
祯,37
签,37
匏,37
寅,37
蚩,37
刈,37
鶱,37
噬,37
拓,37
黠,37
漓,37
牍,37
勾,37
纠,37
悯,37
荚,37
骛,37
逦,37
剃,37
罄,36
诈,36
浃,36
泯,36
粳,36
桢,36
憧,36
箜,36
篌,36
忡,36
秃,36
咬,36
诡,36
羯,36
骠,36
卵,36
憀,36
蓠,36
潼,36
贳,36
皑,36
晤,36
轲,36
淬,36
仄,36
淙,36
矻,36
孜,36
摅,35
绥,35
孕,35
褥,35
蘸,35
奁,35
馈,35
崦,35
赭,35
嶮,35
阍,35
朅,35
舷,35
茆,35
臼,35
绫,35
杓,35
祛,35
沤,35
罚,35
讥,35
钥,35
蹬,35
瞬,35
汨,35
鄱,35
烘,35
覃,34
斝,34
髦,34
硕,34
醍,34
抃,34
裨,34
洮,34
辗,34
旐,34
漭,34
划,34
箴,34
輈,34
鞅,34
么,34
廪,34
茹,34
榔,34
璋,34
炯,34
柽,34
娄,34
郄,34
铮,34
钏,33
坰,33
愉,33
刁,33
牺,33
臧,33
蹶,33
觑,33
亥,33
卞,33
挠,33
鶺,33
缪,33
刳,33
虺,33
绰,33
粪,33
舻,33
鸬,33
鸶,33
瀰,33
旟,33
甿,33
壖,33
卯,33
蹭,33
嘹,33
饼,33
耒,33
踊,33
芹,33
椿,33
你,33
瀚,32
颖,32
伪,32
兕,32
罘,32
逵,32
婺,32
璜,32
蹴,32
鹥,32
熠,32
喔,32
洼,32
谱,32
邂,32
逅,32
粥,32
孀,32
泸,32
蜻,32
嶔,32
崒,32
淘,32
怳,32
腴,32
鲲,32
迨,32
谴,32
堠,32
咒,32
痍,32
衬,32
撚,32
侈,31
炽,31
觐,31
聿,31
囷,31
普,31
缇,31
叛,31
飔,31
龚,31
铙,31
审,31
：,31
匕,31
惩,31
酡,31
荑,31
评,31
睥,31
睛,31
醐,31
鞲,31
燥,31
蜺,31
孽,31
汶,31
殃,31
荜,31
缙,31
屹,31
询,31
懦,31
芋,31
现,31
湫,31
闇,31
姥,31
孥,31
酥,31
卸,31
脍,31
踞,31
楠,31
叉,31
缟,30
鹜,30
桴,30
谧,30
贰,30
骞,30
燧,30
绀,30
笾,30
砥,30
晔,30
繇,30
芟,30
攘,30
贴,30
攫,30
辚,30
鸮,30
蜉,30
眩,30
纛,30
釭,30
蝼,30
蘼,30
罾,30
闉,30
跋,30
蘅,30
樗,30
驳,30
啜,30
骆,30
陬,30
h,30
胭,30
潢,29
遒,29
巩,29
猖,29
絜,29
埒,29
绦,29
鞞,29
冽,29
畋,29
浚,29
噫,29
絷,29
翾,29
鼋,29
茔,29
啧,29
譬,29
晡,29
绸,29
蜘,29
溆,29
舁,29
镝,29
瑜,29
沆,29
棕,29
剌,29
挫,29
罟,29
苓,29
隍,29
濠,29
冗,29
甥,29
迍,29
蜓,29
鹳,29
獬,29
鬐,29
皴,29
旰,28
轼,28
嘱,28
蠲,28
酺,28
鞘,28
泳,28
鸷,28
渎,28
豚,28
祁,28
棺,28
笈,28
橡,28
帚,28
荠,28
脊,28
盲,28
熬,28
牒,28
猪,28
杲,28
峙,28
钻,28
涡,28
亹,28
撷,28
鴂,28
呦,28
槊,28
伽,28
獭,28
这,28
晃,27
琯,27
崿,27
帟,27
揆,27
拊,27
撤,27
栾,27
溉,27
阐,27
祐,27
允,27
匿,27
騕,27
缃,27
燠,27
p,27
驎,27
鹯,27
堰,27
嘤,27
舴,27
艋,27
捎,27
赍,27
魍,27
鼯,27
艘,27
忤,27
塍,27
黾,27
椎,27
菩,27
颢,27
猕,27
逊,27
喃,27
沴,26
镛,26
哗,26
汪,26
胤,26
僵,26
曨,26
栅,26
诬,26
缯,26
槌,26
睫,26
蝣,26
孑,26
罂,26
绁,26
喝,26
伺,26
骓,26
亸,26
甜,26
鶗,26
橙,26
馁,26
诤,26
荏,26
嗅,26
抹,26
皱,26
鹈,26
掀,26
繻,25
囿,25
虐,25
虢,25
跂,25
酎,25
奄,25
涣,25
鬻,25
勺,25
帜,25
魁,25
湮,25
䴔,25
䴖,25
飧,25
慑,25
！,25
蜩,25
鷃,25
缗,25
腑,25
鹪,25
椽,25
檗,25
璨,25
瀼,25
滪,25
蝗,25
厕,25
嘒,25
沂,25
魉,25
v,25
祓,25
鳷,25
柿,25
沌,25
咎,25
瘵,25
w,25
宓,25
靴,25
励,24
晷,24
纂,24
缬,24
侔,24
汜,24
粢,24
柝,24
篪,24
躔,24
悼,24
絺,24
跄,24
玺,24
彗,24
茕,24
羔,24
喂,24
拢,24
螀,24
巇,24
徭,24
估,24
鞮,24
酹,24
姊,24
哮,24
騑,24
蔻,24
鳏,24
锸,24
躁,24
摵,24
蔗,24
蘖,24
熔,24
槃,24
坳,24
篸,24
疗,24
荤,24
茯,24
厘,24
鲂,24
熨,24
瀣,24
萃,23
涘,23
钉,23
详,23
矰,23
祲,23
圜,23
弗,23
腋,23
嶷,23
拯,23
泮,23
斡,23
雰,23
婀,23
咆,23
纩,23
玫,23
糠,23
浥,23
箬,23
霅,23
菼,23
窘,23
菁,23
耨,23
鄠,23
锤,23
窍,23
昙,23
嫉,23
蓍,23
欃,23
办,23
謇,23
茜,23
蚋,23
诜,23
培,23
瘼,22
釐,22
饫,22
葆,22
觏,22
坻,22
襞,22
圻,22
雹,22
缧,22
黩,22
碓,22
褷,22
胝,22
褵,22
拗,22
荥,22
措,22
滕,22
牟,22
筮,22
戆,22
谄,22
畎,22
蛊,22
该,22
涪,22
揄,22
潏,22
蛤,22
澒,22
楞,22
抢,22
怏,22
焙,22
琤,22
q,21
纽,21
炫,21
宥,21
睦,21
踵,21
籞,21
灿,21
r,21
勖,21
娲,21
晰,21
伟,21
娈,21
垫,21
溃,21
驮,21
赎,21
缤,21
脐,21
蛄,21
摛,21
嫂,21
瓠,21
虿,21
鹩,21
彷,21
褊,21
薙,21
舰,21
緌,21
豕,21
鸑,21
赓,21
鹆,21
赁,21
弈,21
瞪,21
臊,21
瘿,21
痊,21
惰,21
畹,21
核,20
匮,20
咤,20
蕣,20
贲,20
矩,20
荃,20
鬯,20
凑,20
黼,20
贷,20
缊,20
绍,20
阱,20
桔,20
槔,20
盱,20
笄,20
缰,20
矗,20
蟪,20
夐,20
旎,20
鞚,20
斓,20
蔟,20
押,20
仅,20
埙,20
痾,20
弛,20
藁,20
鹑,20
肿,20
璠,20
y,20
鳣,20
箪,20
厢,20
螯,20
蝙,20
磔,20
鷟,20
樟,20
珉,20
缲,20
硎,20
糊,20
罨,20
罝,19
嶙,19
糵,19
括,19
粹,19
沁,19
苡,19
蚃,19
皪,19
蜿,19
罳,19
狙,19
縻,19
牌,19
兜,19
缦,19
鞬,19
刖,19
甯,19
枻,19
咍,19
础,19
毅,19
瞑,19
搦,19
蛸,19
徨,19
峄,19
娼,19
x,19
址,19
沣,19
琰,19
斐,19
鸲,19
敏,19
匙,19
壅,19
饧,19
畜,19
媸,19
贬,19
褚,19
绘,19
爷,19
蝠,19
酂,19
芡,19
胫,19
篦,19
鸊,19
衒,19
薝,19
毯,19
弼,18
纫,18
崤,18
埏,18
醁,18
琨,18
祜,18
绎,18
歊,18
瘗,18
霈,18
妥,18
毙,18
募,18
悒,18
繐,18
谀,18
肖,18
鉏,18
芥,18
侮,18
吻,18
騄,18
罽,18
葑,18
靓,18
汍,18
拽,18
婕,18
妤,18
澥,18
滉,18
删,18
輶,18
衽,18
茑,18
恕,18
铩,18
忿,18
菑,18
淄,18
沄,18
瀍,18
狮,18
扼,18
迦,18
疟,18
愍,18
佗,18
壕,18
谛,18
苜,18
耦,18
桁,18
谔,18
s,18
闵,18
槭,18
蝀,18
呻,18
确,18
縆,18
栎,18
滤,18
呕,18
撇,18
批,18
栀,18
佣,18
勘,18
霎,18
钲,17
酆,17
汭,17
汇,17
鹫,17
歈,17
蘩,17
簋,17
璿,17
琮,17
忒,17
缛,17
騂,17
肴,17
櫜,17
僭,17
趫,17
麛,17
楂,17
羿,17
滹,17
胁,17
矧,17
贩,17
赀,17
玦,17
旖,17
璀,17
釜,17
殒,17
蟏,17
舳,17
捶,17
挼,17
綦,17
掞,17
糜,17
睽,17
喈,17
晼,17
恓,17
廨,17
菽,17
忉,17
廛,17
锷,17
燋,17
谶,17
荦,17
玙,17
袷,17
娆,17
皙,17
丙,17
燮,17
蓿,17
惘,17
镮,17
酪,17
澧,17
舶,17
骂,17
挛,17
莠,17
硬,17
悭,17
仝,17
騃,17
赚,17
哢,16
丕,16
技,16
庑,16
汰,16
肸,16
绚,16
燔,16
怠,16
赩,16
歼,16
悍,16
舣,16
侪,16
蒺,16
荼,16
魈,16
饲,16
涴,16
倜,16
葡,16
沚,16
蠖,16
愠,16
懵,16
纭,16
飓,16
遘,16
舲,16
隽,16
揶,16
薏,16
k,16
偻,16
蕲,16
貊,16
蘧,16
裯,16
螮,16
殢,16
u,16
醯,16
欧,16
捋,16
诃,16
舐,16
哦,16
馋,16
孚,15
岌,15
篚,15
丱,15
佾,15
恺,15
戊,15
纁,15
盎,15
炮,15
嗥,15
a,15
恽,15
茭,15
旸,15
挝,15
泞,15
跌,15
嫣,15
楣,15
斅,15
璁,15
吓,15
昃,15
纥,15
髡,15
琚,15
诠,15
媛,15
搢,15
钳,15
蒐,15
绨,15
蓊,15
稗,15
樾,15
衅,15
崭,15
醲,15
圄,15
舠,15
敖,15
柁,15
湔,15
3,15
翚,15
啁,15
轓,15
苫,15
齑,15
栱,15
镆,15
潈,15
售,15
鞯,15
袒,15
恂,15
痒,15
瞋,15
捻,15
粝,15
殇,15
揉,15
肚,15
缔,14
惸,14
鞠,14
撰,14
彬,14
牷,14
裕,14
黻,14
涿,14
莅,14
迭,14
褕,14
纮,14
澶,14
菅,14
葫,14
腓,14
豗,14
椰,14
捩,14
俪,14
阏,14
騣,14
鶬,14
呶,14
督,14
傞,14
懊,14
帕,14
P,14
苛,14
禺,14
皛,14
籝,14
蔑,14
棼,14
樛,14
颉,14
囹,14
嫠,14
髫,14
锻,14
噎,14
綍,14
喣,14
芃,14
擞,14
秤,14
耜,14
掺,14
逻,14
劬,14
畚,14
撒,14
矍,14
椹,14
妪,14
屟,14
雒,14
铦,14
玠,14
嘻,14
貅,14
檠,14
偿,14
砻,14
貙,14
寨,14
薨,13
醽,13
铨,13
饬,13
描,13
殄,13
G,13
畤,13
簴,13
脯,13
濬,13
豳,13
溥,13
跹,13
欷,13
騧,13
噤,13
鹴,13
啅,13
猰,13
筼,13
筜,13
砀,13
吒,13
猫,13
镬,13
刬,13
琛,13
麏,13
踉,13
绻,13
鹖,13
鬃,13
骁,13
沍,13
企,13
瘁,13
猾,13
陔,13
哥,13
鄢,13
溽,13
诲,13
瘠,13
嘿,13
鹇,13
翣,13
柰,13
捍,13
雘,13
庠,13
谠,13
铗,13
唼,13
琊,13
牝,13
谥,13
钤,13
戡,13
匐,13
俜,13
冏,13
譊,13
泚,13
晻,13
伛,13
觱,13
脔,13
铘,13
瘳,13
秧,13
淤,13
酉,13
谨,13
抉,13
撮,13
悰,13
挲,13
棚,13
棂,13
醨,13
伞,13
扳,13
裀,13
蓦,13
矮,13
伥,13
赆,12
踣,12
殉,12
蓐,12
撝,12
惫,12
孛,12
届,12
厓,12
嘏,12
雩,12
悌,12
醢,12
芗,12
橛,12
慝,12
絪,12
勍,12
鷇,12
惋,12
菟,12
锯,12
摽,12
擐,12
剜,12
j,12
膜,12
鹔,12
訇,12
浒,12
诟,12
笞,12
髀,12
陉,12
彪,12
脏,12
缱,12
邴,12
镰,12
恙,12
踬,12
峋,12
谖,12
揣,12
桄,12
嶓,12
摈,12
霪,12
椠,12
筏,12
咀,12
疴,12
T,12
阒,12
匍,12
霤,12
饴,12
詹,12
酱,12
骡,12
堡,12
狈,12
糁,12
菹,12
桀,12
龊,12
鼐,12
剔,12
暍,12
庳,12
胼,12
萨,12
搭,12
蚤,12
槲,12
叮,12
咛,12
伧,12
跛,12
狒,12
殽,11
怖,11
俘,11
需,11
袄,11
悚,11
祼,11
瓒,11
皦,11
昴,11
穟,11
挞,11
喙,11
钜,11
犒,11
炰,11
嵫,11
垦,11
吮,11
眦,11
绤,11
潾,11
篥,11
砑,11
蔫,11
髇,11
秕,11
i,11
跗,11
它,11
　,11
耋,11
苴,11
殡,11
奂,11
觊,11
茝,11
栝,11
郛,11
苹,11
铉,11
隧,11
鄽,11
枰,11
榇,11
桷,11
骕,11
骦,11
鲠,11
洑,11
髑,11
髅,11
麑,11
爆,11
簏,11
4,11
艎,11
硖,11
9,11
郗,11
箠,11
漕,11
柑,11
蚓,11
娩,11
浍,11
瘢,11
楷,11
愬,11
纣,11
簦,11
繄,11
洳,11
讫,11
鹞,11
赜,11
濮,11
杷,11
亢,11
蒯,11
侏,11
轗,11
硉,11
匼,11
顼,11
肓,11
瓷,11
朕,11
B,11
榱,11
m,11
餔,11
o,11
禳,11
螟,11
脾,11
狷,11
惺,11
t,11
嘴,11
泡,11
l,10
亟,10
轘,10
湎,10
霢,10
2,10
膋,10
僾,10
辑,10
迓,10
佑,10
H,10
嗢,10
楯,10
绷,10
缋,10
F,10
弢,10
猬,10
貐,10
枨,10
篲,10
惴,10
澡,10
砉,10
孳,10
堙,10
E,10
诧,10
菉,10
J,10
郅,10
枌,10
憨,10
磐,10
轶,10
韫,10
骘,10
赘,10
鳃,10
闍,10
鲔,10
聃,10
襆,10
辋,10
徯,10
靃,10
跬,10
邢,10
訾,10
K,10
壈,10
崚,10
酋,10
叆,10
踠,10
嗈,10
殆,10
剽,10
郴,10
儋,10
渑,10
雇,10
沔,10
鲊,10
韭,10
硗,10
莳,10
溘,10
跖,10
赡,10
嫫,10
摭,10
龌,10
叵,10
姨,10
歉,10
喽,10
枇,10
粼,10
瓴,10
殳,10
颛,10
猊,10
噀,10
瑀,10
暨,10
蒜,10
搓,10
灺,10
訏,10
盻,10
喁,10
黥,10
耄,10
瞽,10
颣,10
爬,10
溷,10
觚,10
龂,10
刓,10
蟒,10
篾,10
閈,9
怵,9
霂,9
姒,9
艮,9
驔,9
逖,9
鏚,9
苾,9
0,9
皞,9
徉,9
胙,9
咳,9
珩,9
鄜,9
稿,9
瞢,9
讙,9
蕺,9
瞒,9
蝥,9
砰,9
艑,9
脰,9
伉,9
唅,9
贸,9
跑,9
愀,9
莞,9
轹,9
袋,9
烜,9
脤,9
串,9
藟,9
坱,9
侃,9
剿,9
崛,9
陴,9
玖,9
忏,9
侨,9
颡,9
闤,9
阂,9
阯,9
键,9
碕,9
桎,9
觇,9
膂,9
洟,9
嶒,9
壬,9
媪,9
灉,9
猥,9
棨,9
筲,9
睐,9
朣,9
槟,9
跕,9
鲋,9
娅,9
抖,9
屩,9
氎,9
跧,9
膊,9
栩,9
剸,9
疹,9
哳,9
玛,9
瑙,9
稊,9
梏,9
C,9
苻,9
裸,9
晁,9
悁,9
愕,9
灸,9
昉,9
8,9
蝎,9
巂,9
觋,9
疫,9
郤,9
彀,9
抡,9
胚,9
魇,9
捽,9
缶,9
垤,9
砢,9
诳,9
噞,9
渗,9
煤,9
仔,9
簌,9
镀,9
篘,9
獐,8
嶪,8
簠,8
黝,8
豢,8
爚,8
鸩,8
犷,8
柢,8
窸,8
篡,8
毋,8
褧,8
谲,8
煨,8
帱,8
崷,8
滇,8
蝮,8
螫,8
缫,8
掊,8
鳜,8
券,8
虮,8
溱,8
洧,8
阪,8
隩,8
洎,8
麇,8
雊,8
簳,8
荄,8
舛,8
僰,8
穀,8
拉,8
苶,8
购,8
俞,8
牂,8
礴,8
劾,8
喑,8
幨,8
狴,8
饔,8
辎,8
艅,8
L,8
橦,8
渟,8
蚯,8
奫,8
懔,8
荟,8
悖,8
锢,8
乂,8
轭,8
硾,8
浼,8
歔,8
獠,8
锱,8
荛,8
纺,8
塌,8
蜒,8
榾,8
龉,8
搰,8
狻,8
诋,8
踔,8
琬,8
饕,8
稂,8
惛,8
n,8
剉,8
殂,8
栴,8
彴,8
睒,8
靳,8
厖,8
裈,8
傩,8
Q,8
蜴,8
撄,8
很,8
莸,8
拶,8
褫,8
獒,8
壒,8
M,8
咚,8
袪,8
狺,8
痏,8
黳,8
蔌,8
胯,8
桦,8
骰,8
煞,8
靸,8
唠,8
篑,7
1,7
殖,7
粽,7
柞,7
牴,7
赉,7
眊,7
锽,7
湜,7
昕,7
戺,7
鍪,7
揲,7
摸,7
璎,7
赂,7
戌,7
炅,7
騞,7
貉,7
毰,7
毸,7
斒,7
遝,7
祆,7
隤,7
笃,7
漙,7
蓁,7
馘,7
斿,7
圯,7
袿,7
恧,7
怿,7
蓧,7
涅,7
淀,7
崟,7
漩,7
籀,7
侥,7
炜,7
闠,7
躧,7
漘,7
慊,7
洏,7
噭,7
谆,7
抨,7
虻,7
纆,7
痼,7
叇,7
褓,7
巑,7
喟,7
芮,7
椅,7
墩,7
圮,7
洫,7
抓,7
跏,7
鲭,7
捞,7
哕,7
趺,7
麚,7
岏,7
眈,7
獮,7
洸,7
鈇,7
疚,7
牦,7
榈,7
I,7
V,7
甬,7
癸,7
祟,7
镒,7
懑,7
羖,7
鞶,7
縢,7
悢,7
蹐,7
陡,7
犍,7
讦,7
倔,7
跣,7
嵲,7
礧,7
邠,7
谍,7
疣,7
龃,7
汁,7
琏,7
塿,7
赑,7
癫,7
玃,7
爻,7
欸,7
驸,7
酢,7
苌,7
螂,7
榷,7
A,7
疼,7
杆,7
頫,7
觫,7
U,7
栌,7
磋,7
牁,7
飚,7
淝,7
幺,7
俚,7
N,7
嚚,7
佚,7
鳅,7
哓,7
甪,7
凸,7
筛,7
窑,7
郦,7
圹,7
瘤,7
摴,7
挪,7
遄,6
睟,6
裒,6
璆,6
颀,6
侑,6
斁,6
裆,6
箙,6
氐,6
膘,6
邳,6
溧,6
揩,6
绞,6
趚,6
刜,6
佶,6
躩,6
拦,6
鐍,6
樕,6
俶,6
铍,6
黮,6
鳍,6
鵊,6
惝,6
藐,6
嶰,6
邗,6
磕,6
禖,6
町,6
澨,6
楮,6
鞦,6
滢,6
鬒,6
阈,6
飋,6
壹,6
瑾,6
畛,6
兑,6
灂,6
汧,6
彯,6
诙,6
曀,6
罛,6
妩,6
呗,6
鞴,6
佺,6
滚,6
儗,6
刎,6
郧,6
宕,6
兖,6
槠,6
锉,6
醋,6
鳊,6
忖,6
妲,6
肮,6
蔺,6
幹,6
帼,6
嗽,6
皖,6
醵,6
蒱,6
氍,6
毹,6
诔,6
逤,6
械,6
籴,6
R,6
渼,6
瑗,6
靦,6
嵽,6
O,6
骼,6
铲,6
龁,6
鱍,6
洿,6
堇,6
艓,6
胃,6
苋,6
屃,6
鲫,6
盍,6
鶂,6
痹,6
怛,6
钞,6
阀,6
艨,6
栲,6
榕,6
辐,6
啬,6
甓,6
晌,6
螳,6
钢,6
谌,6
觳,6
S,6
龆,6
饤,6
闯,6
誾,6
7,6
潴,6
焘,6
憯,6
矹,6
瘥,6
嗾,6
忸,6
賸,6
賨,6
赳,6
搀,6
扎,6
詈,6
罡,6
X,6
颤,6
璘,6
玢,6
肋,6
荞,6
鏦,6
艛,6
W,6
嘎,6
漦,6
髟,6
-,6
莘,5
筦,5
鄣,5
潞,5
螽,5
毓,5
洊,5
蹁,5
獯,5
徜,5
迪,5
秬,5
祧,5
掎,5
趯,5
馹,5
岗,5
鸀,5
鳿,5
槚,5
痈,5
睚,5
综,5
屼,5
綷,5
糯,5
镪,5
呃,5
哇,5
楗,5
岨,5
衩,5
弰,5
黤,5
胪,5
袨,5
旍,5
阚,5
枋,5
摹,5
箦,5
锜,5
锧,5
粕,5
缵,5
蜚,5
踡,5
怊,5
怃,5
幛,5
焜,5
寀,5
捃,5
偲,5
褪,5
鬲,5
菂,5
岿,5
囋,5
赧,5
笮,5
殛,5
溠,5
墠,5
彘,5
喋,5
贿,5
磅,5
輼,5
杕,5
驩,5
羝,5
歙,5
恪,5
雎,5
诩,5
倭,5
螓,5
洙,5
踘,5
牸,5
垞,5
湃,5
鹒,5
圉,5
鞿,5
崱,5
6,5
桹,5
缮,5
嵊,5
赣,5
靫,5
躠,5
媾,5
辫,5
悸,5
鬘,5
呷,5
蟊,5
挤,5
棒,5
腠,5
瓣,5
枸,5
绋,5
帑,5
窭,5
迕,5
鹙,5
掁,5
苣,5
鶢,5
鶋,5
矿,5
黧,5
麽,5
擿,5
摊,5
箑,5
嫱,5
锼,5
潓,5
綖,5
謏,5
醭,5
谘,5
鲧,5
匄,5
秫,5
觿,5
噆,5
拚,5
襁,5
歠,5
蜥,5
枷,5
哆,5
睎,5
憾,5
搒,5
澎,5
咋,5
侦,5
漼,5
靺,5
吭,5
諴,5
臲,5
睆,5
杠,5
桩,5
婪,5
圈,5
螗,5
髽,5
肪,5
挚,5
嘐,5
螬,5
薅,5
饘,5
瑛,5
缒,5
齰,5
擫,5
葓,5
蛴,5
蚨,5
茁,5
痰,5
倅,5
纰,5
谮,5
噢,5
邽,5
D,5
椑,5
恁,5
凹,5
挨,5
漴,5
翙,5
虓,5
阤,5
黦,5
港,5
拌,5
,5
撏,5
蠚,5
笭,5
箵,5
荈,5
藋,5
郝,5
霙,4
闓,4
晬,4
糦,4
冱,4
槱,4
禗,4
贽,4
飶,4
妫,4
鼗,4
隮,4
慌,4
箾,4
骜,4
靶,4
谹,4
輀,4
啑,4
砯,4
眢,4
燑,4
鼹,4
蛚,4
磥,4
浯,4
酦,4
萁,4
靮,4
澳,4
嫭,4
纾,4
